accession,amplicon_PCR_primer_scheme,collected_by,geo_loc_name,collection_date,ww_population,ww_surv_target_1_conc,geo_loc_country,geo_loc_region,site_id
SRR27051348,,CDPHE,"USA: Colorado, La Plata, county",2023-11-06,23429.0,-1.0,USA,Colorado,USA_CO_eabc92dc
SRR26858661,,MO DHSS,USA: Missouri,2023-11-06,20000.0,-1.0,USA,Missouri,USA_MO_3db99e05
SRR27209537,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-06,3276.0,20926.5,USA,Ohio,USA_OH_c686740c
SRR27148622,,New York State Department of Health,USA: New York,2023-11-06,142478.0,792660.5152,USA,New York,USA_NY_aa422442
SRR26935365,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,Oregon State University/Oregon Health Authority,USA: Oregon,2023-11-06,9975.0,4.485,USA,Oregon,USA_OR_5cf3e0c2
SRR27148610,,New York State Department of Health,USA: New York,2023-11-06,23462.0,49700.0,USA,New York,USA_NY_cc3bc8fd
SRR27051226,,CDPHE,"USA: Colorado, Otero, county",2023-11-06,29643.0,-1.0,USA,Colorado,USA_CO_432c019e
SRR27148623,,New York State Department of Health,USA: New York,2023-11-06,38207.0,14900.0,USA,New York,USA_NY_1598b9c6
SRR27148611,,New York State Department of Health,USA: New York,2023-11-06,152482.0,77600.0,USA,New York,USA_NY_800aa4fc
SRR27051328,,CDPHE,"USA: Colorado, Summit, county",2023-11-06,7857.0,-1.0,USA,Colorado,USA_CO_883d25c1
SRR26892707,artic-v5.3.2_400,,USA: Alabama,2023-11-06,225000.0,78878.2391964014,USA,Alabama,USA_AL_7367afd4
SRR27148619,,New York State Department of Health,USA: New York,2023-11-06,155096.0,-1.0,USA,New York,USA_NY_186a0426
SRR27051263,,CDPHE,"USA: Colorado, Mesa, county",2023-11-06,89286.0,-1.0,USA,Colorado,USA_CO_0245d1cf
SRR26898757,QIAseq Direct SARS-CoV-2 primer panel,Washington State Department of Health,USA: Washington,2023-11-06,7125.0,5031264.0,USA,Washington,USA_WA_b19f85f7
SRR26892708,artic-v5.3.2_400,,USA: Minnesota,2023-11-06,120000.0,198173.14194285715,USA,Minnesota,USA_MN_c3e866fa
SRR26898756,QIAseq Direct SARS-CoV-2 primer panel,Washington State Department of Health,USA: Washington,2023-11-06,43300.0,1966730.0,USA,Washington,USA_WA_ae83b994
SRR26892621,artic-v5.3.2_400,,USA: Kentucky,2023-11-06,423913.0,12161.961832880845,USA,Kentucky,USA_KY_f4bb6442
SRR26898779,QIAseq Direct SARS-CoV-2 primer panel,Washington State Department of Health,USA: Washington,2023-11-06,10000.0,7600684.0,USA,Washington,USA_WA_0c265240
SRR26898758,QIAseq Direct SARS-CoV-2 primer panel,Washington State Department of Health,USA: Washington,2023-11-06,173800.0,3534896.0,USA,Washington,USA_WA_eae17eaa
SRR26892719,artic-v5.3.2_400,,USA: West Virginia,2023-11-06,100000.0,42251.24432132096,USA,West Virginia,USA_WV_c38bf960
SRR26898755,QIAseq Direct SARS-CoV-2 primer panel,Washington State Department of Health,USA: Washington,2023-11-06,35812.0,844434.0,USA,Washington,USA_WA_3f60ae72
SRR26898766,QIAseq Direct SARS-CoV-2 primer panel,Washington State Department of Health,USA: Washington,2023-11-06,35600.0,882283.0,USA,Washington,USA_WA_ac4929c1
SRR26892713,artic-v5.3.2_400,,USA: North Carolina,2023-11-06,92000.0,46845.63764411056,USA,North Carolina,USA_NC_8da68ab9
SRR27051229,,CDPHE,"USA: Colorado, Denver, county",2023-11-06,709904.0,-1.0,USA,Colorado,USA_CO_613d9bcc
SRR27209558,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-06,4100.0,93979.0,USA,Ohio,USA_OH_4a36c237
SRR26898781,QIAseq Direct SARS-CoV-2 primer panel,Washington State Department of Health,USA: Washington,2023-11-06,35550.0,5534453.0,USA,Washington,USA_WA_173f6678
SRR26892721,artic-v5.3.2_400,,USA: Texas,2023-11-06,200000.0,106638.7179210191,USA,Texas,USA_TX_a591252d
SRR27209494,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-06,88710.0,58063.0,USA,Ohio,USA_OH_7a798db8
SRR27209554,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-06,113629.0,62821.0,USA,Ohio,USA_OH_137d7712
SRR26858673,,MO DHSS,USA: Missouri,2023-11-06,17000.0,-1.0,USA,Missouri,USA_MO_90f1c146
SRR27051321,,CDPHE,"USA: Colorado, Adams, county",2023-11-06,54561.0,-1.0,USA,Colorado,USA_CO_819baf53
SRR26898775,QIAseq Direct SARS-CoV-2 primer panel,Washington State Department of Health,USA: Washington,2023-11-06,162100.0,7938221.0,USA,Washington,USA_WA_d4decee9
SRR26858651,,MO DHSS,USA: Missouri,2023-11-06,76759.0,-1.0,USA,Missouri,USA_MO_d56c57a6
SRR26898780,QIAseq Direct SARS-CoV-2 primer panel,Washington State Department of Health,USA: Washington,2023-11-06,225000.0,2936635.0,USA,Washington,USA_WA_68c3efae
SRR26892710,artic-v5.3.2_400,,USA: Nebraska,2023-11-06,240000.0,113333.48402358478,USA,Nebraska,USA_NE_f37dc082
SRR27212784,,CDPHE,"USA: Colorado, Adams Arapahoe, county",2023-11-06,268004.0,-1.0,USA,Colorado,USA_CO_50e12810
SRR27209490,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-06,36000.0,17102.5,USA,Ohio,USA_OH_71d9a9a5
SRR27209549,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-06,1047.0,43031.5,USA,Ohio,USA_OH_7c281c47
SRR27148612,,New York State Department of Health,USA: New York,2023-11-06,27849.0,23300.0,USA,New York,USA_NY_6fa55387
SRR26892677,artic-v5.3.2_400,,USA: California,2023-11-06,73000.0,-1.0,USA,California,USA_CA_3b5436dc
SRR27148615,,New York State Department of Health,USA: New York,2023-11-06,38971.0,799857.3883,USA,New York,USA_NY_85a2eb73
SRR26892717,artic-v5.3.2_400,,USA: Nevada,2023-11-06,990000.0,502906.16766916215,USA,Nevada,USA_NV_dcb390dc
SRR27209541,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-06,4800.0,18021.0,USA,Ohio,USA_OH_a66ad873
SRR26858681,,MO DHSS,USA: Missouri,2023-11-06,22818.0,-1.0,USA,Missouri,USA_MO_5adfa2d3
SRR26898754,QIAseq Direct SARS-CoV-2 primer panel,Washington State Department of Health,USA: Washington,2023-11-06,120000.0,10150267.0,USA,Washington,USA_WA_1f389f45
SRR27209458,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-06,29000.0,120084.5,USA,Ohio,USA_OH_b53ebe19
SRR26892720,artic-v5.3.2_400,,USA: Massachusetts,2023-11-06,2400000.0,46519.692108085415,USA,Massachusetts,USA_MA_a197954e
SRR27051322,,CDPHE,"USA: Colorado, Larimer, county",2023-11-06,92127.0,-1.0,USA,Colorado,USA_CO_8a9915af
SRR26892678,artic-v5.3.2_400,,USA: California,2023-11-06,9000.0,-1.0,USA,California,USA_CA_f1e53b6a
SRR27148613,,New York State Department of Health,USA: New York,2023-11-06,55215.0,20100.0,USA,New York,USA_NY_f1fb5dd5
SRR26858697,,MO DHSS,USA: Missouri,2023-11-06,9100.0,-1.0,USA,Missouri,USA_MO_db537f4f
SRR26898772,QIAseq Direct SARS-CoV-2 primer panel,Washington State Department of Health,USA: Washington,2023-11-06,81140.0,7895592.0,USA,Washington,USA_WA_481f98ea
SRR26892563,artic-v5.3.2_400,,USA: Idaho,2023-11-06,186901.0,114343.70363735894,USA,Idaho,USA_ID_6f2baa42
SRR27051346,,CDPHE,"USA: Colorado, Teller, county",2023-11-06,6379.0,-1.0,USA,Colorado,USA_CO_1643cef5
SRR27051298,,CDPHE,"USA: Colorado, Las Animas, county",2023-11-06,14286.0,-1.0,USA,Colorado,USA_CO_6e9ff6c1
SRR27209652,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,103379.0,39621.0,USA,Ohio,USA_OH_2d4d1c49
SRR27209465,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,27000.0,19705.0,USA,Ohio,USA_OH_2b5da8a0
SRR27209628,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,24677.0,63705.5,USA,Ohio,USA_OH_4bba1fa2
SRR27209595,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,24536.0,15958.0,USA,Ohio,USA_OH_77ddef7f
SRR27209401,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,25000.0,31368.0,USA,Ohio,USA_OH_23c782d6
SRR27209644,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,72000.0,52126.5,USA,Ohio,USA_OH_55b1d50c
SRR26892712,artic-v5.3.2_400,,USA: Florida,2023-11-05,920528.0,23512.89695757116,USA,Florida,USA_FL_e9f6328a
SRR26935375,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,Oregon State University/Oregon Health Authority,USA: Oregon,2023-11-05,133708.0,4.006,USA,Oregon,USA_OR_1a2ac800
SRR27209482,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,7000.0,49937.0,USA,Ohio,USA_OH_70a8f729
SRR26892716,artic-v5.3.2_400,,USA: Indiana,2023-11-05,130000.0,73913.47656836602,USA,Indiana,USA_IN_6205135f
SRR27209648,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,31430.0,81768.5,USA,Ohio,USA_OH_db390e30
SRR27148624,,New York State Department of Health,USA: New York,2023-11-05,40301.0,-1.0,USA,New York,USA_NY_da0c95e0
SRR27209602,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,6700.0,46779.0,USA,Ohio,USA_OH_b970013d
SRR27051378,,CDPHE,"USA: Colorado, Boulder Weld, county",2023-11-05,75544.0,-1.0,USA,Colorado,USA_CO_d0ae686d
SRR27209632,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,45000.0,105347.5,USA,Ohio,USA_OH_e5e37f35
SRR27209620,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,654817.0,46652.5,USA,Ohio,USA_OH_042f454b
SRR27212773,,CDPHE,"USA: Colorado, Weld, county",2023-11-05,83319.0,-1.0,USA,Colorado,USA_CO_78bfde18
SRR27209531,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,377378.0,42231.5,USA,Ohio,USA_OH_ff1194e0
SRR27209510,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,13000.0,66400.0,USA,Ohio,USA_OH_019c4630
SRR27051326,,CDPHE,"USA: Colorado, Denver Arapahoe, county",2023-11-05,247443.0,-1.0,USA,Colorado,USA_CO_c400cd16
SRR27209478,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,6000.0,40000.0,USA,Ohio,USA_OH_807433ef
SRR27209474,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,8655.0,27916.0,USA,Ohio,USA_OH_dd413a3e
SRR27209506,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,22000.0,29473.5,USA,Ohio,USA_OH_172e6169
SRR27209469,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,12000.0,12092.0,USA,Ohio,USA_OH_6a3877bb
SRR27209535,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,68874.0,10029.0,USA,Ohio,USA_OH_f09acb41
SRR27148758,,New York State Department of Health,USA: New York,2023-11-05,487322.0,-1.0,USA,New York,USA_NY_f6d47102
SRR27209566,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,13169.0,28968.0,USA,Ohio,USA_OH_8bb15ee3
SRR27209591,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,12000.0,68295.0,USA,Ohio,USA_OH_6a3877bb
SRR27209574,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,15284.0,89558.0,USA,Ohio,USA_OH_b1e3e5f1
SRR27209461,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,20000.0,39915.5,USA,Ohio,USA_OH_6104a3e2
SRR27209662,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,195577.0,186989.0,USA,Ohio,USA_OH_494cf6a5
SRR27209523,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,524154.0,49389.5,USA,Ohio,USA_OH_ca2e3fb0
SRR27209614,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,12362.0,89347.5,USA,Ohio,USA_OH_5db05ae0
SRR27209455,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,54500.0,67326.0,USA,Ohio,USA_OH_77a0606c
SRR26935364,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,Oregon State University/Oregon Health Authority,USA: Oregon,2023-11-05,662235.0,4.132,USA,Oregon,USA_OR_b1869e53
SRR27209553,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,566136.0,37726.5,USA,Ohio,USA_OH_7f191f91
SRR27209624,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,645940.0,101684.0,USA,Ohio,USA_OH_7393618f
SRR27209598,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,61000.0,18063.0,USA,Ohio,USA_OH_8e6ecf35
SRR27209389,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,52000.0,93473.5,USA,Ohio,USA_OH_d234f254
SRR27209606,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,44680.0,107242.0,USA,Ohio,USA_OH_48335aae
SRR27209418,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,83058.0,61979.0,USA,Ohio,USA_OH_9860dae7
SRR27209426,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,46160.0,74105.5,USA,Ohio,USA_OH_e0667d93
SRR27209398,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,42000.0,60126.5,USA,Ohio,USA_OH_c55df675
SRR27209438,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,14000.0,12513.0,USA,Ohio,USA_OH_0e6f3ed3
SRR26898782,QIAseq Direct SARS-CoV-2 primer panel,Washington State Department of Health,USA: Washington,2023-11-05,119790.0,5089183.0,USA,Washington,USA_WA_1c354b9b
SRR27209570,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,47500.0,51158.0,USA,Ohio,USA_OH_fa340ade
SRR26892705,artic-v5.3.2_400,,USA: Georgia,2023-11-05,294660.0,53884.20109065746,USA,Georgia,USA_GA_0891489c
SRR27148625,,New York State Department of Health,USA: New York,2023-11-05,44876.0,-1.0,USA,New York,USA_NY_d27265ff
SRR27209610,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,17000.0,56547.5,USA,Ohio,USA_OH_59638311
SRR27209545,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,1400.0,47747.5,USA,Ohio,USA_OH_faeaf34d
SRR26898759,QIAseq Direct SARS-CoV-2 primer panel,Washington State Department of Health,USA: Washington,2023-11-05,789000.0,1993797.0,USA,Washington,USA_WA_1edcb04f
SRR27209385,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,372208.0,71789.5,USA,Ohio,USA_OH_ef94de06
SRR27209562,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,8400.0,18955.5,USA,Ohio,USA_OH_64deec13
SRR27209414,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,200666.0,47705.5,USA,Ohio,USA_OH_5010f12c
SRR27209515,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,7000.0,104631.5,USA,Ohio,USA_OH_70a8f729
SRR27209587,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,13572.0,88505.5,USA,Ohio,USA_OH_9621353f
SRR27148755,,New York State Department of Health,USA: New York,2023-11-05,31046.0,-1.0,USA,New York,USA_NY_c079af87
SRR27209405,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,21000.0,168505.0,USA,Ohio,USA_OH_625ccf62
SRR27209666,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,55000.0,21894.5,USA,Ohio,USA_OH_f96480e3
SRR27209578,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,17864.0,12260.5,USA,Ohio,USA_OH_1575d22d
SRR27148757,,New York State Department of Health,USA: New York,2023-11-05,523765.0,-1.0,USA,New York,USA_NY_c7cef9d4
SRR27209394,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,32000.0,33642.0,USA,Ohio,USA_OH_50960e36
SRR27051228,,CDPHE,"USA: Colorado, Pueblo, county",2023-11-05,96515.0,-1.0,USA,Colorado,USA_CO_9cad791f
SRR27209640,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,65469.0,23242.5,USA,Ohio,USA_OH_cb381a36
SRR27209656,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,85000.0,50357.5,USA,Ohio,USA_OH_a5d4e34a
SRR27209422,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,125247.0,58779.0,USA,Ohio,USA_OH_77192208
SRR27209451,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,3300.0,425894.5,USA,Ohio,USA_OH_bf28362f
SRR27209498,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,65000.0,67789.5,USA,Ohio,USA_OH_3f737486
SRR27209527,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,313158.0,59537.0,USA,Ohio,USA_OH_cb8e5291
SRR27209442,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,24303.0,93305.5,USA,Ohio,USA_OH_3aa71b95
SRR27209434,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,13965.0,86779.0,USA,Ohio,USA_OH_813d06f5
SRR27209502,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,65000.0,150653.0,USA,Ohio,USA_OH_3f737486
SRR27209486,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,23027.0,29431.5,USA,Ohio,USA_OH_54234d7a
SRR27209519,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,35000.0,94021.0,USA,Ohio,USA_OH_40278401
SRR27209409,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-05,12246.0,97726.5,USA,Ohio,USA_OH_f0425f42
SRR27148756,,New York State Department of Health,USA: New York,2023-11-05,78683.0,-1.0,USA,New York,USA_NY_61011fde
SRR26935372,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,Oregon State University/Oregon Health Authority,USA: Oregon,2023-11-03,17500.0,4.047,USA,Oregon,USA_OR_5d32d627
SRR26892684,artic-v5.3.2_400,,USA: California,2023-11-03,250000.0,163271.39913294124,USA,California,USA_CA_16d5068f
SRR26892587,artic-v5.3.2_400,,USA: California,2023-11-03,750000.0,162299.94661321718,USA,California,USA_CA_c9a26767
SRR27212777,,CDPHE,"USA: Colorado, Delta, county",2023-11-03,6857.0,-1.0,USA,Colorado,USA_CO_59955053
SRR26858645,,MO DHSS,USA: Missouri,2023-11-03,25000.0,-1.0,USA,Missouri,USA_MO_26e6af9e
SRR26892682,artic-v5.3.2_400,,USA: California,2023-11-03,1480000.0,233201.97996794543,USA,California,USA_CA_df940599
SRR26892585,artic-v5.3.2_400,,USA: California,2023-11-03,250000.0,163271.39913294124,USA,California,USA_CA_16d5068f
SRR27212780,,CDPHE,"USA: Colorado, Weld, county",2023-11-03,20000.0,-1.0,USA,Colorado,USA_CO_750396f2
SRR26892681,artic-v5.3.2_400,,USA: California,2023-11-03,1480000.0,233201.97996794543,USA,California,USA_CA_df940599
SRR26892586,artic-v5.3.2_400,,USA: California,2023-11-03,750000.0,162299.94661321718,USA,California,USA_CA_c9a26767
SRR27212800,,CDPHE,"USA: Colorado, Larimer Weld, county",2023-11-02,7946.0,-1.0,USA,Colorado,USA_CO_33a7e2b1
SRR26894370,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,Oregon State University/Oregon Health Authority,USA: Oregon,2023-11-02,300000.0,4.306,USA,Oregon,USA_OR_7b6f9ef4
SRR27148782,,New York State Department of Health,USA: New York,2023-11-02,52501.0,7620.0,USA,New York,USA_NY_19cf814f
SRR27148761,,New York State Department of Health,USA: New York,2023-11-02,23462.0,14700.0,USA,New York,USA_NY_cc3bc8fd
SRR27089260,,,USA: Utah,2023-11-02,19936.0,2865983.7,USA,Utah,USA_UT_94516507
SRR27089258,,,USA: Utah,2023-11-02,89507.0,684973.8,USA,Utah,USA_UT_8f506f84
SRR27051349,,CDPHE,"USA: Colorado, El Paso, county",2023-11-02,303855.0,-1.0,USA,Colorado,USA_CO_a604923a
SRR27089246,,,USA: Utah,2023-11-02,8530.0,59658.5,USA,Utah,USA_UT_68d8168f
SRR27148762,,New York State Department of Health,USA: New York,2023-11-02,4925.0,-1.0,USA,New York,USA_NY_a4ee5734
SRR27089261,,,USA: Utah,2023-11-02,9095.0,274759.7,USA,Utah,USA_UT_5fa8a8f6
SRR26892626,artic-v5.3.2_400,,USA: Kansas,2023-11-02,90000.0,56783.41909057136,USA,Kansas,USA_KS_c427474e
SRR27089250,,,USA: Utah,2023-11-02,17312.0,361495.5,USA,Utah,USA_UT_bc312c2d
SRR26892589,artic-v5.3.2_400,,USA: California,2023-11-02,1500000.0,280937.86657439446,USA,California,USA_CA_16a553f8
SRR27212795,,CDPHE,"USA: Colorado, Teller, county",2023-11-02,6379.0,-1.0,USA,Colorado,USA_CO_1643cef5
SRR27089257,,,USA: Utah,2023-11-02,94484.0,925980.5,USA,Utah,USA_UT_e7680df4
SRR27089262,,,USA: Utah,2023-11-02,208850.0,239802.9,USA,Utah,USA_UT_d8dec8d8
SRR27212783,,CDPHE,"USA: Colorado, Summit, county",2023-11-02,35643.0,-1.0,USA,Colorado,USA_CO_630986e5
SRR27089256,,,USA: Utah,2023-11-02,94005.0,538301.9,USA,Utah,USA_UT_b8d9f8ac
SRR27089253,,,USA: Utah,2023-11-02,112901.0,817720.2,USA,Utah,USA_UT_b7fe2246
SRR27089245,,,USA: Utah,2023-11-02,84981.0,1794407.9,USA,Utah,USA_UT_9ef992ae
SRR27148779,,New York State Department of Health,USA: New York,2023-11-02,4191.0,5847.5,USA,New York,USA_NY_f08492f1
SRR26892588,artic-v5.3.2_400,,USA: California,2023-11-02,1500000.0,280937.86657439446,USA,California,USA_CA_16a553f8
SRR27089237,,,USA: Utah,2023-11-02,35840.0,377014.6,USA,Utah,USA_UT_e9618c6d
SRR27148772,,New York State Department of Health,USA: New York,2023-11-02,27434.0,26400.0,USA,New York,USA_NY_f17ffeee
SRR27089247,,,USA: Utah,2023-11-02,23304.0,296631.7,USA,Utah,USA_UT_2537a86b
SRR27089255,,,USA: Utah,2023-11-02,9896.0,1385437.3,USA,Utah,USA_UT_feb9bf97
SRR27148766,,New York State Department of Health,USA: New York,2023-11-02,207430.0,68100.0,USA,New York,USA_NY_6f5b5bd7
SRR27148769,,New York State Department of Health,USA: New York,2023-11-02,19383.0,177000.0,USA,New York,USA_NY_7218d784
SRR27051341,,CDPHE,"USA: Colorado, El Paso, county",2023-11-02,102204.0,-1.0,USA,Colorado,USA_CO_148488bf
SRR27212772,,CDPHE,"USA: Colorado, Boulder, county",2023-11-02,31429.0,-1.0,USA,Colorado,USA_CO_65e3fe50
SRR27089251,,,USA: Utah,2023-11-02,102624.0,469102.7,USA,Utah,USA_UT_892313d6
SRR27051315,,CDPHE,"USA: Colorado, Adams Arapahoe, county",2023-11-02,268004.0,-1.0,USA,Colorado,USA_CO_50e12810
SRR27051344,,CDPHE,"USA: Colorado, Ouray, county",2023-11-02,1386.0,-1.0,USA,Colorado,USA_CO_df61e214
SRR27089248,,,USA: Utah,2023-11-02,6790.0,75024.9,USA,Utah,USA_UT_c5a81798
SRR27212779,,CDPHE,"USA: Colorado, Archuleta, county",2023-11-02,27857.0,-1.0,USA,Colorado,USA_CO_fdd9ef75
SRR27051350,,CDPHE,"USA: Colorado, Boulder, county",2023-11-02,17601.0,-1.0,USA,Colorado,USA_CO_6fe24843
SRR26894366,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,Oregon State University/Oregon Health Authority,USA: Oregon,2023-11-02,1100.0,4.7,USA,Oregon,USA_OR_ebaaa4f2
SRR27212802,,CDPHE,"USA: Colorado, Alamosa, county",2023-11-02,18364.0,-1.0,USA,Colorado,USA_CO_db516d04
SRR27051307,,CDPHE,"USA: Colorado, Larimer, county",2023-11-02,5818.0,-1.0,USA,Colorado,USA_CO_3c82e553
SRR27148767,,New York State Department of Health,USA: New York,2023-11-02,12676.0,56800.0,USA,New York,USA_NY_dda1de95
SRR27051343,,CDPHE,"USA: Colorado, Weld, county",2023-11-02,13779.0,-1.0,USA,Colorado,USA_CO_7d3486e4
SRR27051306,,CDPHE,"USA: Colorado, Larimer, county",2023-11-02,23194.0,-1.0,USA,Colorado,USA_CO_8edba001
SRR27212798,,CDPHE,"USA: Colorado, Adams, county",2023-11-02,54561.0,-1.0,USA,Colorado,USA_CO_819baf53
SRR27051316,,CDPHE,"USA: Colorado, Montezuma, county",2023-11-02,11214.0,-1.0,USA,Colorado,USA_CO_7d01a39b
SRR27089238,,,USA: Utah,2023-11-02,254971.0,738139.1,USA,Utah,USA_UT_00bb6614
SRR27148770,,New York State Department of Health,USA: New York,2023-11-02,6369.0,-1.0,USA,New York,USA_NY_ba414260
SRR27051318,,CDPHE,"USA: Colorado, Summit, county",2023-11-02,7857.0,-1.0,USA,Colorado,USA_CO_883d25c1
SRR27148773,,New York State Department of Health,USA: New York,2023-11-02,6729.0,102000.0,USA,New York,USA_NY_5988ee42
SRR27148774,,New York State Department of Health,USA: New York,2023-11-02,16507.0,-1.0,USA,New York,USA_NY_e439d2ec
SRR27212801,,CDPHE,"USA: Colorado, Pitkin, county",2023-11-02,17571.0,-1.0,USA,Colorado,USA_CO_0abd8f45
SRR27089240,,,USA: Utah,2023-11-02,209645.0,314977.8,USA,Utah,USA_UT_152e92a4
SRR27212778,,CDPHE,"USA: Colorado, Arapahoe, county",2023-11-02,25714.0,-1.0,USA,Colorado,USA_CO_bf1634c9
SRR27148771,,New York State Department of Health,USA: New York,2023-11-02,42921.0,15900.0,USA,New York,USA_NY_c417f755
SRR27089265,,,USA: Utah,2023-11-02,515494.0,754651.6,USA,Utah,USA_UT_de0924bd
SRR27089267,,,USA: Utah,2023-11-02,21443.0,347084.5,USA,Utah,USA_UT_7d897b43
SRR27051310,,CDPHE,"USA: Colorado, San Miguel, county",2023-11-02,15000.0,-1.0,USA,Colorado,USA_CO_50bf1ae7
SRR27089242,,,USA: Utah,2023-11-02,92047.0,797344.3,USA,Utah,USA_UT_e75dabb1
SRR27212797,,CDPHE,"USA: Colorado, Otero, county",2023-11-02,29643.0,-1.0,USA,Colorado,USA_CO_432c019e
SRR27212786,,CDPHE,"USA: Colorado, Morgan, county",2023-11-02,12000.0,-1.0,USA,Colorado,USA_CO_5010ff06
SRR27089234,,,USA: Utah,2023-11-02,12451.0,109556.3,USA,Utah,USA_UT_fb8c2893
SRR27089254,,,USA: Utah,2023-11-02,228700.0,670685.1,USA,Utah,USA_UT_4a219147
SRR27089243,,,USA: Utah,2023-11-02,53313.0,410833.3,USA,Utah,USA_UT_66513c6a
SRR27148768,,New York State Department of Health,USA: New York,2023-11-02,36527.0,11200.0,USA,New York,USA_NY_c34db83b
SRR27209583,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2023-11-02,8500.0,21979.0,USA,Ohio,USA_OH_f16cf31b
